year,month, schiller-sp500 , schiller-cpi ,^GSPC,GC=F
1935,9,11.61,13.7,11.61,
1935,10,11.92,13.7,11.9,
1935,11,13.04,13.8,13.05,
1935,12,13.04,13.8,13.07,
1936,1,13.76,13.8,13.77,
1936,2,14.55,13.8,14.57,
1936,3,14.86,13.7,14.86,
1936,4,14.88,13.7,14.85,
1936,5,14.09,13.7,14.09,
1936,6,14.69,13.8,14.69,
1936,7,15.56,13.9,15.53,
1936,8,15.87,14.0,15.87,
1936,9,16.05,14.0,16.01,
1936,10,16.89,14.0,16.87,
1936,11,17.36,14.0,17.35,
1936,12,17.06,14.0,17.07,
1937,1,17.59,14.1,17.58,
1937,2,18.11,14.1,18.09,
1937,3,18.09,14.2,18.09,
1937,4,17.01,14.3,17.0,
1937,5,16.25,14.4,16.23,
1937,6,15.64,14.4,15.64,
1937,7,16.57,14.5,16.54,
1937,8,16.74,14.5,16.74,
1937,9,14.37,14.6,14.38,
1937,10,12.28,14.6,12.25,
1937,11,11.2,14.5,11.19,
1937,12,11.02,14.4,10.99,
1938,1,11.31,14.2,11.31,
1938,2,11.04,14.1,11.01,
1938,3,10.31,14.1,10.31,
1938,4,9.89,14.2,9.85,
1938,5,9.98,14.1,9.97,
1938,6,10.21,14.1,10.23,
1938,7,12.24,14.1,12.23,
1938,8,12.31,14.1,12.3,
1938,9,11.75,14.1,11.76,
1938,10,13.06,14.0,13.11,
1938,11,13.07,14.0,13.05,
1938,12,12.69,14.0,12.68,
1939,1,12.5,14.0,12.51,
1939,2,12.4,13.9,12.38,
1939,3,12.39,13.9,12.37,
1939,4,10.83,13.8,10.82,
1939,5,11.23,13.8,11.22,
1939,6,11.43,13.8,11.42,
1939,7,11.71,13.8,11.73,
1939,8,11.54,13.8,11.53,
1939,9,12.77,14.1,12.81,
1939,10,12.9,14.0,12.9,
1939,11,12.67,14.0,12.66,
1939,12,12.37,14.0,12.36,
1940,1,12.3,13.9,12.31,
1940,2,12.22,14.0,12.22,
1940,3,12.15,14.0,12.15,
1940,4,12.27,14.0,12.27,
1940,5,10.58,14.0,10.55,
1940,6,9.67,14.1,9.66,
1940,7,9.99,14.0,10.0,
1940,8,10.2,14.0,10.18,
1940,9,10.63,14.0,10.63,
1940,10,10.73,14.0,10.72,
1940,11,10.98,14.0,10.98,
1940,12,10.53,14.1,10.53,
1941,1,10.55,14.1,10.54,
1941,2,9.89,14.1,9.88,
1941,3,9.95,14.2,9.96,
1941,4,9.64,14.3,9.64,
1941,5,9.43,14.4,9.43,
1941,6,9.76,14.7,9.76,
1941,7,10.26,14.7,10.27,
1941,8,10.21,14.9,10.22,
1941,9,10.24,15.1,10.24,
1941,10,9.83,15.3,9.81,
1941,11,9.37,15.4,9.37,
1941,12,8.76,15.5,8.76,
1942,1,8.93,15.7,8.94,
1942,2,8.65,15.8,8.65,
1942,3,8.18,16.0,8.19,
1942,4,7.84,16.1,7.84,
1942,5,7.93,16.3,7.93,
1942,6,8.33,16.3,8.32,
1942,7,8.64,16.4,8.64,
1942,8,8.59,16.5,8.59,
1942,9,8.68,16.5,8.68,
1942,10,9.32,16.7,9.31,
1942,11,9.47,16.8,9.46,
1942,12,9.52,16.9,9.52,
1943,1,10.09,16.9,10.09,
1943,2,10.69,16.9,10.68,
1943,3,11.07,17.2,11.07,
1943,4,11.44,17.4,11.45,
1943,5,11.89,17.5,11.89,
1943,6,12.1,17.5,12.08,
1943,7,12.35,17.4,12.36,
1943,8,11.74,17.3,11.74,
1943,9,11.99,17.4,11.99,
1943,10,11.88,17.4,11.87,
1943,11,11.33,17.4,11.33,
1943,12,11.48,17.4,11.48,
1944,1,11.85,17.4,11.85,
1944,2,11.77,17.4,11.77,
1944,3,12.1,17.4,12.1,
1944,4,11.89,17.5,11.88,
1944,5,12.1,17.5,12.1,
1944,6,12.67,17.6,12.68,
1944,7,13.0,17.7,13.01,
1944,8,12.81,17.7,12.82,
1944,9,12.6,17.7,12.6,
1944,10,12.91,17.7,12.9,
1944,11,12.82,17.7,12.82,
1944,12,13.1,17.8,13.09,
1945,1,13.49,17.8,13.49,
1945,2,13.94,17.8,13.95,
1945,3,13.93,17.8,13.94,
1945,4,14.28,17.8,14.27,
1945,5,14.82,17.9,14.81,
1945,6,15.09,18.1,15.09,
1945,7,14.78,18.1,14.78,
1945,8,14.83,18.1,14.83,
1945,9,15.84,18.1,15.84,
1945,10,16.5,18.1,16.49,
1945,11,17.04,18.1,17.04,
1945,12,17.33,18.2,17.32,
1946,1,18.02,18.2,18.04,
1946,2,18.07,18.1,17.98,
1946,3,17.53,18.3,17.52,
1946,4,18.66,18.4,18.65,
1946,5,18.7,18.5,18.71,
1946,6,18.58,18.7,18.58,
1946,7,18.05,19.8,18.05,
1946,8,17.7,20.2,17.7,
1946,9,15.09,20.4,15.07,
1946,10,14.75,20.8,14.75,
1946,11,14.69,21.3,14.67,
1946,12,15.13,21.5,15.12,
1947,1,15.21,21.5,15.22,
1947,2,15.8,21.5,15.78,
1947,3,15.16,21.9,15.16,
1947,4,14.6,21.9,14.6,
1947,5,14.34,21.9,14.32,
1947,6,14.84,22.0,14.84,
1947,7,15.77,22.2,15.77,
1947,8,15.46,22.5,15.46,
1947,9,15.06,23.0,15.06,
1947,10,15.45,23.0,15.45,
1947,11,15.27,23.1,15.27,
1947,12,15.03,23.4,15.03,
1948,1,14.83,23.7,14.83,
1948,2,14.1,23.5,14.1,
1948,3,14.3,23.4,14.28,
1948,4,15.4,23.8,15.4,
1948,5,16.15,23.9,16.17,
1948,6,16.82,24.1,16.82,
1948,7,16.42,24.4,16.42,
1948,8,15.94,24.5,15.94,
1948,9,15.76,24.5,15.76,
1948,10,16.19,24.4,16.19,
1948,11,15.29,24.2,15.31,
1948,12,15.19,24.1,15.18,
1949,1,15.36,24.0,15.32,
1949,2,14.77,23.8,14.78,
1949,3,14.91,23.8,14.91,
1949,4,14.89,23.9,14.89,
1949,5,14.78,23.8,14.77,
1949,6,13.97,23.9,13.97,
1949,7,14.76,23.7,14.76,
1949,8,15.29,23.8,15.29,
1949,9,15.49,23.9,15.49,
1949,10,15.89,23.7,15.9,
1949,11,16.11,23.8,16.1,
1949,12,16.54,23.6,16.54,
1950,1,16.88,23.5,16.88,
1950,2,17.21,23.5,17.19,
1950,3,17.35,23.6,17.35,
1950,4,17.84,23.6,17.85,
1950,5,18.44,23.7,18.43,
1950,6,18.74,23.8,18.74,
1950,7,17.38,24.1,17.38,
1950,8,18.43,24.3,18.43,
1950,9,19.08,24.4,19.08,
1950,10,19.87,24.6,19.86,
1950,11,19.83,24.7,19.8,
1950,12,19.75,25.0,19.75,
1951,1,21.21,25.4,21.2,
1951,2,22.0,25.7,21.98,
1951,3,21.63,25.8,21.62,
1951,4,21.92,25.8,21.88,
1951,5,21.93,25.9,21.94,
1951,6,21.55,25.9,21.55,
1951,7,21.93,25.9,21.93,
1951,8,22.89,25.9,22.89,
1951,9,23.48,26.1,23.48,
1951,10,23.36,26.2,23.37,
1951,11,22.71,26.4,22.71,
1951,12,23.41,26.5,23.42,
1952,1,24.19,26.5,24.18,
1952,2,23.75,26.3,23.7,
1952,3,23.81,26.3,23.81,
1952,4,23.74,26.4,23.73,
1952,5,23.73,26.4,23.73,
1952,6,24.38,26.5,24.38,
1952,7,25.08,26.7,25.08,
1952,8,25.18,26.7,25.18,
1952,9,24.78,26.7,24.78,
1952,10,24.26,26.7,24.26,
1952,11,25.03,26.7,25.03,
1952,12,26.04,26.7,26.04,
1953,1,26.18,26.6,26.18,
1953,2,25.86,26.5,25.9,
1953,3,25.99,26.6,25.99,
1953,4,24.71,26.6,24.71,
1953,5,24.84,26.7,24.84,
1953,6,23.95,26.8,23.95,
1953,7,24.29,26.8,24.29,
1953,8,24.39,26.9,24.39,
1953,9,23.27,26.9,23.27,
1953,10,23.97,27.0,23.97,
1953,11,24.5,26.9,24.5,
1953,12,24.83,26.9,24.83,
1954,1,25.46,26.9,25.46,
1954,2,26.02,26.9,26.02,
1954,3,26.57,26.9,26.57,
1954,4,27.63,26.8,27.62,
1954,5,28.73,26.9,28.73,
1954,6,28.96,26.9,28.96,
1954,7,30.13,26.9,30.13,
1954,8,30.73,26.9,30.73,
1954,9,31.45,26.8,31.45,
1954,10,32.18,26.8,32.18,
1954,11,33.44,26.8,33.44,
1954,12,34.97,26.7,35.01,
1955,1,35.6,26.7,35.6,
1955,2,36.79,26.7,36.79,
1955,3,36.5,26.7,36.5,
1955,4,37.76,26.7,37.75,
1955,5,37.6,26.7,37.6,
1955,6,39.78,26.7,39.87,
1955,7,42.69,26.8,42.69,
1955,8,42.43,26.8,42.43,
1955,9,44.34,26.9,44.34,
1955,10,42.11,26.9,42.12,
1955,11,44.95,26.9,44.95,
1955,12,45.37,26.8,45.39,
1956,1,44.15,26.8,44.15,
1956,2,44.43,26.8,44.43,
1956,3,47.49,26.8,47.49,
1956,4,48.05,26.9,48.05,
1956,5,46.54,27.0,46.54,
1956,6,46.27,27.2,46.27,
1956,7,48.78,27.4,48.78,
1956,8,48.49,27.3,48.46,
1956,9,46.84,27.4,46.79,
1956,10,46.24,27.5,46.24,
1956,11,45.76,27.5,45.76,
1956,12,46.44,27.6,46.44,
1957,1,45.43,27.6,45.42,
1957,2,43.47,27.7,43.47,
1957,3,44.03,27.8,44.03,
1957,4,45.05,27.9,45.05,
1957,5,46.78,28.0,46.78,
1957,6,47.55,28.1,47.6,
1957,7,48.51,28.3,48.52,
1957,8,45.84,28.3,45.83,
1957,9,43.98,28.3,44.01,
1957,10,41.24,28.3,41.24,
1957,11,40.35,28.4,40.35,
1957,12,40.33,28.4,40.33,
1958,1,41.12,28.6,41.12,
1958,2,41.26,28.6,41.26,
1958,3,42.11,28.8,42.11,
1958,4,42.34,28.9,42.34,
1958,5,43.7,28.9,43.71,
1958,6,44.75,28.9,44.74,
1958,7,45.98,29.0,45.98,
1958,8,47.7,28.9,47.7,
1958,9,48.96,28.9,48.97,
1958,10,50.95,28.9,50.96,
1958,11,52.5,29.0,52.54,
1958,12,53.49,28.9,53.49,
1959,1,55.62,29.0,55.62,
1959,2,54.77,28.9,54.79,
1959,3,56.16,28.9,56.15,
1959,4,57.1,29.0,57.1,
1959,5,57.96,29.0,57.99,
1959,6,57.46,29.1,57.46,
1959,7,59.74,29.2,59.74,
1959,8,59.4,29.2,59.4,
1959,9,57.05,29.3,57.06,
1959,10,57.0,29.4,57.0,
1959,11,57.23,29.4,57.23,
1959,12,59.06,29.4,59.05,
1960,1,58.03,29.3,58.03,
1960,2,55.78,29.4,55.77,
1960,3,55.02,29.4,55.02,
1960,4,55.73,29.5,55.7,
1960,5,55.22,29.5,55.22,
1960,6,57.26,29.6,57.26,
1960,7,55.84,29.6,55.84,
1960,8,56.51,29.6,56.51,
1960,9,54.81,29.6,54.8,
1960,10,53.73,29.8,53.74,
1960,11,55.47,29.8,55.49,
1960,12,56.8,29.8,56.8,
1961,1,59.72,29.8,59.73,
1961,2,62.17,29.8,62.17,
1961,3,64.12,29.8,64.09,
1961,4,65.83,29.8,65.93,
1961,5,66.5,29.8,66.5,
1961,6,65.62,29.8,65.58,
1961,7,65.44,30.0,65.44,
1961,8,67.79,29.9,67.79,
1961,9,67.26,30.0,67.23,
1961,10,68.0,30.0,67.93,
1961,11,71.08,30.0,71.08,
1961,12,71.74,30.0,71.74,
1962,1,69.07,30.0,69.07,
1962,2,70.22,30.1,70.22,
1962,3,70.29,30.1,70.29,
1962,4,68.05,30.2,68.06,
1962,5,62.99,30.2,62.99,
1962,6,55.63,30.2,55.63,
1962,7,56.97,30.3,56.97,
1962,8,58.52,30.3,58.53,
1962,9,58.0,30.4,58.0,
1962,10,56.17,30.4,56.17,
1962,11,60.04,30.4,60.04,
1962,12,62.64,30.4,62.61,
1963,1,65.06,30.4,65.06,
1963,2,65.92,30.4,65.92,
1963,3,65.67,30.5,65.67,
1963,4,68.76,30.5,68.76,
1963,5,70.14,30.5,70.14,
1963,6,70.11,30.6,70.11,
1963,7,69.07,30.7,69.07,
1963,8,70.98,30.7,70.98,
1963,9,72.85,30.7,72.85,
1963,10,73.03,30.8,73.02,
1963,11,72.62,30.8,72.62,
1963,12,74.17,30.9,74.17,
1964,1,76.45,30.9,76.45,
1964,2,77.39,30.9,77.39,
1964,3,78.8,30.9,78.8,
1964,4,79.94,30.9,79.94,
1964,5,80.72,30.9,80.73,
1964,6,80.24,31.0,80.24,
1964,7,83.22,31.1,83.22,
1964,8,82.0,31.0,82.0,
1964,9,83.41,31.1,83.41,
1964,10,84.85,31.1,84.85,
1964,11,85.44,31.2,85.44,
1964,12,83.96,31.2,83.96,
1965,1,86.12,31.2,86.12,
1965,2,86.75,31.2,86.75,
1965,3,86.83,31.3,86.83,
1965,4,87.97,31.4,87.97,
1965,5,89.28,31.4,89.28,
1965,6,85.04,31.6,85.09,
1965,7,84.91,31.6,84.91,
1965,8,86.49,31.6,86.49,
1965,9,89.38,31.6,89.38,
1965,10,91.39,31.7,91.39,
1965,11,92.15,31.7,92.15,
1965,12,91.73,31.8,91.73,
1966,1,93.32,31.8,93.32,
1966,2,92.69,32.0,92.68,
1966,3,88.88,32.1,88.88,
1966,4,91.6,32.3,91.6,
1966,5,86.78,32.3,86.78,
1966,6,86.06,32.4,86.06,
1966,7,85.84,32.5,85.84,
1966,8,80.65,32.7,80.65,
1966,9,77.81,32.7,77.81,
1966,10,77.13,32.9,77.13,
1966,11,80.99,32.9,80.99,
1966,12,81.33,32.9,81.33,
1967,1,84.45,32.9,84.45,
1967,2,87.36,32.9,87.37,
1967,3,89.42,33.0,89.42,
1967,4,90.96,33.1,90.96,
1967,5,92.59,33.2,92.59,
1967,6,91.43,33.3,91.43,
1967,7,93.01,33.4,92.99,
1967,8,94.49,33.5,94.49,
1967,9,95.81,33.6,95.81,
1967,10,95.66,33.7,95.64,
1967,11,92.66,33.8,92.66,
1967,12,95.3,33.9,95.3,
1968,1,95.04,34.1,95.04,
1968,2,90.75,34.2,90.77,
1968,3,89.09,34.3,89.09,
1968,4,95.67,34.4,95.7,
1968,5,97.87,34.5,97.87,
1968,6,100.5,34.7,100.59,
1968,7,100.3,34.9,100.3,
1968,8,98.11,35.0,98.11,
1968,9,101.3,35.1,101.34,
1968,10,103.8,35.3,103.75,
1968,11,105.4,35.4,105.4,
1968,12,106.5,35.5,106.48,
1969,1,102.0,35.6,102.04,
1969,2,101.5,35.8,101.46,
1969,3,99.3,36.1,99.3,
1969,4,101.3,36.3,101.26,
1969,5,104.6,36.4,104.62,
1969,6,99.14,36.6,99.12,
1969,7,94.71,36.8,94.71,
1969,8,94.18,37.0,94.18,
1969,9,94.51,37.1,94.51,
1969,10,95.52,37.3,95.51,
1969,11,96.21,37.5,96.21,
1969,12,91.11,37.7,91.12,
1970,1,90.31,37.8,90.33,
1970,2,87.16,38.0,87.16,
1970,3,88.65,38.2,88.65,
1970,4,85.95,38.5,85.95,
1970,5,76.06,38.6,76.06,
1970,6,75.59,38.8,75.58,
1970,7,75.72,39.0,75.72,
1970,8,77.92,39.0,77.93,
1970,9,82.58,39.2,82.37,
1970,10,84.37,39.4,84.37,
1970,11,84.28,39.6,84.29,
1970,12,90.05,39.8,90.05,
1971,1,93.49,39.8,93.49,
1971,2,97.11,39.9,97.11,
1971,3,99.6,40.0,99.6,
1971,4,103.0,40.1,103.05,
1971,5,101.6,40.3,101.64,
1971,6,99.72,40.6,99.67,
1971,7,99.0,40.7,98.98,
1971,8,97.24,40.8,97.24,
1971,9,99.4,40.8,99.4,
1971,10,97.29,40.9,97.29,
1971,11,92.78,40.9,92.78,
1971,12,99.17,41.1,99.17,
1972,1,103.3,41.1,103.3,
1972,2,105.2,41.3,105.24,
1972,3,107.7,41.4,107.69,
1972,4,108.8,41.5,108.81,
1972,5,107.7,41.6,107.65,
1972,6,108.0,41.7,108.01,
1972,7,107.2,41.9,107.21,
1972,8,111.0,42.0,111.01,
1972,9,109.4,42.1,109.39,
1972,10,109.6,42.3,109.56,
1972,11,115.1,42.4,115.05,
1972,12,117.5,42.5,117.5,
1973,1,118.4,42.6,118.42,
1973,2,114.2,42.9,114.16,
1973,3,112.4,43.3,112.42,
1973,4,110.3,43.6,110.27,
1973,5,107.2,43.9,107.22,
1973,6,104.8,44.2,104.75,
1973,7,105.8,44.3,105.83,
1973,8,103.8,45.1,103.8,
1973,9,105.6,45.2,105.61,
1973,10,109.8,45.6,109.84,
1973,11,102.0,45.9,102.03,
1973,12,94.78,46.2,94.78,
1974,1,96.11,46.6,96.11,
1974,2,93.45,47.2,93.45,
1974,3,97.44,47.8,97.44,
1974,4,92.46,48.0,92.46,
1974,5,89.67,48.6,89.67,
1974,6,89.79,49.0,89.79,
1974,7,79.31,49.4,82.82,
1974,8,76.03,50.0,76.03,
1974,9,68.12,50.6,68.12,
1974,10,69.44,51.1,69.44,
1974,11,71.74,51.5,71.74,
1974,12,67.07,51.9,67.07,
1975,1,72.56,52.1,72.56,
1975,2,80.1,52.5,80.1,
1975,3,83.78,52.7,83.83,
1975,4,84.72,52.9,84.72,
1975,5,90.1,53.2,90.1,
1975,6,92.4,53.6,92.4,
1975,7,92.49,54.2,92.49,
1975,8,85.71,54.3,85.71,
1975,9,84.67,54.6,84.67,
1975,10,88.57,54.9,88.57,
1975,11,90.07,55.3,90.07,
1975,12,88.7,55.5,88.7,
1976,1,96.86,55.6,96.86,
1976,2,100.6,55.8,100.64,
1976,3,101.1,55.9,101.08,
1976,4,101.9,56.1,101.93,
1976,5,101.2,56.5,101.16,
1976,6,101.8,56.8,101.77,
1976,7,104.2,57.1,104.2,
1976,8,103.3,57.4,103.29,
1976,9,105.5,57.6,105.45,
1976,10,101.9,57.9,101.89,
1976,11,101.2,58.0,101.19,
1976,12,104.7,58.2,104.66,
1977,1,103.8,58.5,103.81,
1977,2,101.0,59.1,100.96,
1977,3,100.6,59.5,100.57,
1977,4,99.05,60.0,99.05,
1977,5,98.76,60.3,98.76,
1977,6,99.29,60.7,99.29,
1977,7,100.2,61.0,100.18,
1977,8,97.75,61.2,97.75,
1977,9,96.23,61.4,96.23,
1977,10,93.74,61.6,93.74,
1977,11,94.28,61.9,94.28,
1977,12,93.82,62.1,93.82,
1978,1,90.25,62.5,90.25,
1978,2,88.98,62.9,88.98,
1978,3,88.82,63.4,88.82,
1978,4,92.71,63.9,92.71,
1978,5,97.41,64.5,97.41,
1978,6,97.66,65.2,97.66,
1978,7,97.19,65.7,97.19,
1978,8,103.9,66.0,103.92,
1978,9,103.9,66.5,103.86,
1978,10,100.6,67.1,100.58,
1978,11,94.71,67.4,94.71,
1978,12,96.11,67.7,96.11,
1979,1,99.71,68.3,99.71,
1979,2,98.23,69.1,98.23,
1979,3,100.1,69.8,100.11,
1979,4,102.1,70.6,102.07,
1979,5,99.73,71.5,99.73,
1979,6,101.7,72.3,101.73,
1979,7,102.7,73.1,102.71,
1979,8,107.4,73.8,107.36,
1979,9,108.6,74.6,108.6,
1979,10,104.5,75.2,104.47,
1979,11,103.7,75.9,103.66,
1979,12,107.8,76.7,107.78,
1980,1,110.9,77.8,110.87,
1980,2,115.3,78.9,115.34,
1980,3,104.7,80.1,104.69,
1980,4,103.0,81.0,102.97,
1980,5,107.7,81.8,107.69,
1980,6,114.6,82.7,114.55,
1980,7,119.8,82.7,119.83,
1980,8,123.5,83.3,123.5,
1980,9,126.5,84.0,126.51,
1980,10,130.2,84.8,130.22,
1980,11,135.7,85.5,135.65,
1980,12,133.5,86.3,133.48,
1981,1,133.0,87.0,132.97,
1981,2,128.4,87.9,128.4,
1981,3,133.2,88.5,133.18,
1981,4,134.4,89.1,134.43,
1981,5,131.7,89.8,131.73,
1981,6,132.3,90.6,132.28,
1981,7,129.1,91.6,129.13,
1981,8,129.6,92.3,129.63,
1981,9,118.3,93.2,118.27,
1981,10,119.8,93.4,119.8,
1981,11,122.9,93.7,122.92,
1981,12,123.8,94.0,123.79,
1982,1,117.3,94.3,117.28,
1982,2,114.5,94.6,114.5,
1982,3,110.8,94.5,110.84,
1982,4,116.3,94.9,116.31,
1982,5,116.4,95.8,116.35,
1982,6,109.7,97.0,109.7,
1982,7,109.4,97.5,109.38,
1982,8,109.7,97.7,109.65,
1982,9,122.4,97.9,122.43,
1982,10,132.7,98.2,132.66,
1982,11,138.1,98.0,138.1,
1982,12,139.4,97.6,139.37,
1983,1,144.3,97.8,144.27,
1983,2,146.8,97.9,146.8,
1983,3,151.9,97.9,151.88,
1983,4,157.7,98.6,157.71,
1983,5,164.1,99.2,164.1,
1983,6,166.4,99.5,166.37,
1983,7,167.0,99.9,166.95,
1983,8,162.4,100.2,162.42,
1983,9,167.2,100.7,167.16,
1983,10,167.7,101.0,167.65,
1983,11,165.2,101.2,165.23,
1983,12,164.4,101.3,164.37,
1984,1,166.4,101.9,166.39,
1984,2,157.3,102.4,157.25,
1984,3,157.4,102.6,157.44,
1984,4,157.6,103.1,157.6,
1984,5,156.6,103.4,156.55,
1984,6,153.1,103.7,153.12,
1984,7,151.1,104.1,151.08,
1984,8,164.4,104.5,164.42,
1984,9,166.1,105.0,166.11,
1984,10,164.8,105.3,164.82,
1984,11,166.3,105.3,166.27,
1984,12,164.5,105.3,164.48,
1985,1,171.6,105.5,171.61,
1985,2,180.9,106.0,180.88,
1985,3,179.4,106.4,179.42,
1985,4,180.6,106.9,180.62,
1985,5,184.9,107.3,184.9,
1985,6,188.9,107.6,188.89,
1985,7,192.5,107.8,192.54,
1985,8,188.3,108.0,188.31,
1985,9,184.1,108.3,184.21,
1985,10,186.2,108.7,186.18,
1985,11,197.5,109.0,197.45,
1985,12,207.3,109.3,207.26,
1986,1,208.2,109.6,208.19,
1986,2,219.4,109.3,219.37,
1986,3,232.3,108.8,232.33,
1986,4,238.0,108.6,237.97,
1986,5,238.5,108.9,238.46,
1986,6,245.3,109.5,245.3,
1986,7,240.2,109.5,240.18,
1986,8,245.0,109.7,245.0,
